Source,Target,Weight,Type
Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,5,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-10.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-13.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,2,undirected
Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,Zrinyi-Miklos_Arianna-sirasa.txt-jav,4,undirected
Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,Zrinyi-Miklos_Fantasia-poetica.txt-jav,5,undirected
Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,1,undirected
